,title,author,pubyear,first_published,txtype,id,pubyear_syn,first_published_syn,txtype_syn
1432,Hořící světla,"Chagallová, Bella",2000,2000,FAC,bchagall,2000,2000,MEM
1433,Edvard Beneš - diplomat na cestách,"Beneš, Edvard",2000,2000,FAC,benesdip,2000,2000,MEM
1434,"Marokem za bakšiš, Welcome to Syria","Toula, Tomáš",2000,2000,FAC,cestopis,2000,2000,MEM
1435,Dopis rukojmímu,"Saint-Exupéry, Antoine de",2000,2000,COL,exupery,2000,2000,MEM
1436,Krylogie. Půlkacíř,"Kryl, Karel",2000,2000,FAC,kryl3,2000,2000,MEM
1437,Kolik naděje má smrt,"Khon, Pavel",2000,2000,FAC,nadeje,2000,2000,MEM
1438,Květ pouště,"Dirieová, Waris - Millerová, Cathleen",2000,2000,NOV,pouste,2000,2000,MEM
1439,Jiné texty,"Zemina, Jaromír",2000,2000,NOV,zemina,2000,2000,MEM
1440,Afrika,"Zeman, Jiří",2001,2001,FAC,afrika,2001,2001,MEM
1441,Dopisy,"Halas, František",2001,2001,FAC,halasdop,2001,2001,MEM
1442,Kniha vzpomínek a příběhů,"Chvatík, Květoslav",2001,2001,FAC,knihvzap,2001,2001,MEM
1443,Gustav Mahler,"Mahlerová-Werfelová, Alma",2001,2001,FAC,mahler,2001,2001,MEM
1444,Mé dvacáté století,"Holečková, Ema",2001,2001,FAC,mestolet,2001,2001,MEM
1445,Pattonovi,"Patton, Robert H.",2001,2001,POP,patton,2001,2001,MEM
1446,Imaginární přítelkyně,"Irving, John",2001,1996,NOV,pritelky,2001,1996,MEM
1447,Quadrilog,"Havránek, Bohuslav - Havránková, Zdeňka - Jakobson, Roman - Pírková-Jakobsonová, Svatava",2001,2001,FAC,quadrilo,2001,2001,MEM
1448,O sobě,"Sudek, Josef - Anděl, Jaroslav",2001,2001,FAC,sudek,2001,2001,MEM
1449,Člověk musí hořeti,"Tajovský, V. B. - Palán, A. - Paulus, J.",2001,2001,FAC,tajovsky,2001,2001,MEM
1450,"Zápisky o životě, smrti a útěku na Měsíc","Saroyan, William",2001,2001,COL,u_mesic,2001,2001,MEM
1451,Monty Pythonové vlastními slovy,"Morgan, David",2002,2002,FAC,m_pyt_vs,2002,2002,MEM
1452,Paměti růže,"Saint-Exupéry, Consuelo de",2001,2002,FAC,pam_ruze,2002,2002,MEM
1453,Záznamy,"Kolář, Jiří",2002,2002,FAC,zaznamjk,2002,2002,MEM
1454,Zuzanka a tibetské velehory,"Erml, Richard",2002,2002,FAC,zuzanka,2002,2002,MEM
1455,Barbar mezi lidmi,"Macek, Jiří",2003,2003,FAC,barbarjm,2003,2003,MEM
1456,Jan Bělehrádek a jeho cesta ke svobodě ducha,"Linhartová, Věra (ed.)",2003,2003,POP,belehrad,2003,2003,MEM
1457,Deník čerstvého otce,"Fajman, Robert",2003,2003,FAC,denikotc,2003,2003,MEM
1458,Stránky z deníků,"Urbánek, Zdeněk",2003,2003,FAC,strzden,2003,2003,MEM
1459,Cesta do hlubin kantorovy duše,"Hoznauer, Miloš",2004,2004,COL,cestkant,2004,2004,MEM
1460,Hospodin rozjasnil svou tvář,"Reinsberg, Jiří",2004,2004,FAC,hospodjr,2004,2004,MEM
1461,Lovec rostlin na cestách,"Ježek, Zdeněk",2004,2004,FAC,lovrost,2004,2004,MEM
1462,Vzpomínky,"Zweig, Max",2004,2004,FAC,maxzweig,2004,2004,MEM
1463,Ostroretky v proudu,"Neuwirth, Štěpán",2004,2004,COL,ostrorsn,2004,2004,MEM
1464,Víra je můj pevný hrad,"Svoboda, Bohumil - Otčenášek, Karel",2004,2004,FAC,virabsko,2004,2004,MEM
1465,Paměti 3,"Weyr, František",2004,2004,FAC,weyrpam3,2004,2004,MEM
1466,Malí lidé ve velkých dějinách: od vlastenecké fronty československé k sudetoněmecké,"Karlheinz, Filipp",2005,2005,FAC,malilifk,2005,2005,MEM
1467,Až k prolití krve,"Svatošová, Marie",2005,2005,FAC,prolkrve,2005,2005,MEM
1468,Třetí ženou svého muže,"Peroutková, Slávka",2005,2005,FAC,tretizen,2005,2005,MEM
1469,Sudetská pouť aneb Waldgang,"Mikšíček, Petr",2005,2005,NOV,waldgang,2005,2005,MEM
1470,Češi ve wehrmachtu: zamlčované osudy,"Emmert, František",2005,2005,FAC,wehrfe,2005,2005,MEM
1471,Zachránce bloudícího,"Ghazzálí, Abú Hámid Muhammad Ibn Ahmad",2005,2005,POP,zachrahg,2005,2005,MEM
1472,Most přes Dlouhou řeku,"Kantůrková, Eva - Cimický, Jan - Dušek, Václav",2006,2006,FAC,dlouhou,2006,2006,MEM
1473,Jak se maluje prales,"Dungel, Jan",2006,2006,FAC,maprales,2006,2006,MEM
1474,Paměť esejisty,"Švanda, Pavel",2006,2006,FAC,pamesps,2006,2006,MEM
1475,Kantorské vzpomínání,"Hlůzová, Vlasta",2007,2007,FAC,kanvzpom,2007,2007,MEM
1476,Kniha radosti,"Martin, Eduard",2007,2007,COL,knirados,2007,2007,MEM
1477,Lovecké historky,"Chvála, Václav",2007,2002,COL,lovhist,2007,2002,MEM
1478,Vrátil jsem se v pořádku a včas,"Bohata, Jiří",2007,2007,COL,vratil,2007,2007,MEM
1479,Život voněl člověčinou,"Fořt, Karel",2007,2007,FAC,zivotvon,2007,2007,MEM
1480,"Kocourkovští učitelé, jejich historie a tvorba","Káš, Svatopluk",2008,2008,FAC,kocucisk,2008,2008,MEM
1481,Zavádění čistší produkce a vypracování komunální politiky čistší produkce,Y,1997,1997,POP,zcpavk,1997,1997,ADM
1482,Manuál čistší produkce,Y,1998,1998,POP,maciprod,1998,1998,ADM
1483,Čistší produkce (prevence odpadu a znečištění),Y,1998,1998,POP,prevodzn,1998,1998,ADM
1484,Metodický pokyn pro výkon inspekce práce,Y,2001,2001,ENC,bezpecno,2001,2001,ADM
1485,Copak jsem vám někdy lhal?,"Buchwald, Art",1992,1992,COL,buchwald,1992,1992,NEW
1486,Je tu nějaký zavěšený kafe?,"Burian, Jan",1992,1992,COL,burian,1992,1992,NEW
1487,Přemítání o věcech vezdejších,"Mertl, Věroslav",1997,1997,COL,vmertlpr,1997,1997,NEW
1488,Chvály,"Putna, Martin C.",2001,2001,COL,chvaly,2001,2001,NEW
1489,Konec žebřiňáků,"Rychlík, Břetislav",2001,2001,COL,zebrinak,2001,2001,NEW
1490,Poslední slovo,"Vaculík, Ludvík",2002,2002,COL,posledni,2002,2002,NEW
1491,Odpovědi bez konce,"Höschl, Cyril",2003,2003,POP,odpovedi,2003,2003,NEW
1492,Příliš brzy na snídani,"Tolčinský, Alexander",2004,2004,FAC,brzynas,2004,2004,NEW
1493,Kostlivec pod kobercem,"Klíma, Ivan",2005,2005,COL,kostlivc,2005,2005,NEW
